Location,Season,Genotype,Reps,Iron_ton_ha,Stage,Fe
East,2021,CV9,20,5.7769,Reproductive,0.35
East,2021,CV10,1,7.6309,Reproductive,0.28
East,2021,CV10,2,4.5352,Reproductive,0.23
East,2021,CV10,3,4.0771,Reproductive,0.26
East,2021,CV10,4,9.463,Reproductive,0.23
East,2021,CV10,5,6.9759,Reproductive,0.25
East,2021,CV10,6,5.0788,Reproductive,0.24
East,2021,CV10,7,1.9882,Reproductive,0.24
East,2021,CV10,8,12.7513,Reproductive,0.3
East,2021,CV10,9,7.3094,Reproductive,0.25
East,2021,CV10,10,10.2131,Reproductive,0.27
East,2021,CV10,11,13.0904,Reproductive,0.3
East,2021,CV10,12,5.4171,Reproductive,0.29
East,2021,CV10,13,1.9612,Reproductive,0.31
East,2021,CV10,14,2.9883,Reproductive,0.25
East,2021,CV10,15,2.1805,Reproductive,0.24
East,2021,CV10,16,5.8055,Reproductive,0.25
East,2021,CV10,17,3.1025,Reproductive,0.27
East,2021,CV10,18,1.334,Reproductive,0.28
East,2021,CV10,19,4.3791,Reproductive,0.28
East,2021,CV10,20,6.8661,Reproductive,0.38
East,2021,CV11,1,19.572,Reproductive,0.31
East,2021,CV11,2,19.6074,Reproductive,0.34
East,2021,CV11,3,33.9871,Reproductive,0.31
East,2021,CV11,4,6.9217,Reproductive,0.3
East,2021,CV11,5,7.0454,Reproductive,0.32
East,2021,CV11,6,26.1894,Reproductive,0.31
East,2021,CV11,7,7.2557,Reproductive,0.34
East,2021,CV11,8,6.9062,Reproductive,0.33
East,2021,CV11,9,3.9625,Reproductive,0.35
East,2021,CV11,10,3.4328,Reproductive,0.33
East,2021,CV11,11,10.2632,Reproductive,0.29
East,2021,CV11,12,7.0432,Reproductive,0.38
East,2021,CV11,13,9.7032,Reproductive,0.33
East,2021,CV11,14,4.8052,Reproductive,0.33
East,2021,CV11,15,10.0318,Reproductive,0.31
East,2021,CV11,16,5.9368,Reproductive,0.3
East,2021,CV11,17,11.835,Reproductive,0.31
East,2021,CV11,18,10.3492,Reproductive,0.27
East,2021,CV11,19,12.95,Reproductive,0.25
East,2021,CV11,20,12.7462,Reproductive,0.28
East,2021,CV12,1,32.0683,Reproductive,0.29
East,2021,CV12,2,10.0909,Reproductive,0.33
East,2021,CV12,7,16.1746,Reproductive,0.31
East,2021,CV12,8,8.8964,Reproductive,0.31
East,2021,CV12,9,10.2859,Reproductive,0.3
East,2021,CV12,10,8.2897,Reproductive,0.3
East,2021,CV12,11,18.9557,Reproductive,0.31
East,2021,CV12,12,9.8148,Reproductive,0.28
East,2021,CV12,13,10.6732,Reproductive,0.32
East,2021,CV12,14,6.3319,Reproductive,0.38
East,2022,CV1,1,30.7798,Reproductive,0.31
East,2022,CV1,2,10.1921,Reproductive,0.27
East,2022,CV1,3,9.467,Reproductive,0.24
East,2022,CV1,4,10.2436,Reproductive,0.23
East,2022,CV1,5,8.9765,Reproductive,0.24
East,2022,CV1,6,13.7787,Reproductive,0.26
East,2022,CV1,7,16.1602,Reproductive,0.24
East,2022,CV1,8,20.5788,Reproductive,0.2
East,2022,CV1,9,16.6087,Reproductive,0.23
East,2022,CV1,11,20.5253,Reproductive,0.26
East,2022,CV1,12,26.4724,Reproductive,0.23
East,2022,CV1,13,11.4903,Reproductive,0.22
East,2022,CV1,14,9.6292,Reproductive,0.23
East,2022,CV1,15,12.4825,Reproductive,0.21
East,2022,CV1,16,12.0276,Reproductive,0.24
East,2022,CV1,17,9.3776,Reproductive,0.23
East,2022,CV1,18,14.2534,Reproductive,0.21
East,2022,CV1,19,10.9744,Reproductive,0.22
East,2022,CV1,20,8.7529,Reproductive,0.21
East,2022,CV2,1,14.0833,Reproductive,0.28
East,2022,CV2,2,5.9382,Reproductive,0.24
East,2022,CV2,3,5.2621,Reproductive,0.2
East,2022,CV2,4,3.8301,Reproductive,0.18
East,2022,CV2,5,7.9534,Reproductive,0.21
East,2022,CV2,6,16.1864,Reproductive,0.25
East,2022,CV2,7,2.1515,Reproductive,0.3
East,2022,CV2,8,6.7499,Reproductive,0.24
East,2022,CV2,9,2.0457,Reproductive,0.22
East,2022,CV2,10,6.7845,Reproductive,0.2
East,2022,CV2,11,14.7909,Reproductive,0.27
East,2022,CV2,12,4.5766,Reproductive,0.27
East,2022,CV2,13,8.0416,Reproductive,0.27
East,2022,CV2,14,6.3894,Reproductive,0.23
East,2022,CV2,15,7.4073,Reproductive,0.21
East,2022,CV2,16,7.0342,Reproductive,0.2
East,2022,CV2,17,9.3155,Reproductive,0.25
East,2022,CV2,18,5.7451,Reproductive,0.18
East,2022,CV2,19,4.1004,Reproductive,0.22
East,2022,CV2,20,5.2751,Reproductive,0.22
East,2022,CV3,1,10.1057,Reproductive,0.28
East,2022,CV3,2,7.6132,Reproductive,0.21
East,2022,CV3,3,4.9953,Reproductive,0.22
East,2022,CV3,4,5.4516,Reproductive,0.22
East,2022,CV3,5,6.5497,Reproductive,0.23
East,2022,CV3,6,11.1796,Reproductive,0.25
East,2022,CV3,7,27.8195,Reproductive,0.23
East,2022,CV3,8,5.0654,Reproductive,0.23
East,2022,CV3,9,4.1128,Reproductive,0.2
East,2022,CV3,10,4.4611,Reproductive,0.2
East,2022,CV3,11,5.8567,Reproductive,0.24
East,2022,CV3,12,42.1557,Reproductive,0.26
East,2022,CV3,13,3.3637,Reproductive,0.25
East,2022,CV3,14,10.3865,Reproductive,0.24
East,2022,CV3,15,5.9819,Reproductive,0.24
East,2022,CV3,16,2.5555,Reproductive,0.22
East,2022,CV3,17,5.6017,Reproductive,0.23
East,2022,CV3,18,5.9671,Reproductive,0.25
East,2022,CV3,19,5.4133,Reproductive,0.24
East,2022,CV3,20,4.8379,Reproductive,0.23
East,2022,CV4,1,10.2227,Reproductive,0.27
East,2022,CV4,2,3.7462,Reproductive,0.23
East,2022,CV4,3,3.8378,Reproductive,0.22
East,2022,CV4,4,3.1612,Reproductive,0.23
East,2022,CV4,5,0.7311,Reproductive,0.24
East,2022,CV4,6,0.7237,Reproductive,0.23
East,2022,CV4,7,8.3936,Reproductive,0.26
East,2022,CV4,8,6.4118,Reproductive,0.24
East,2022,CV4,9,3.4758,Reproductive,0.21
East,2022,CV4,10,9.7483,Reproductive,0.25
East,2022,CV4,11,12.1881,Reproductive,0.28
East,2022,CV4,12,9.9594,Reproductive,0.27
East,2022,CV4,13,11.1009,Reproductive,0.26
East,2022,CV4,14,13.6964,Reproductive,0.21
East,2022,CV4,15,6.7828,Reproductive,0.26
East,2022,CV4,16,8.9635,Reproductive,0.21
East,2022,CV4,17,10.2348,Reproductive,0.21
East,2022,CV4,18,5.8174,Reproductive,0.21
East,2022,CV4,19,7.8182,Reproductive,0.18
East,2022,CV4,20,5.367,Reproductive,0.24
East,2022,CV5,1,18.3098,Reproductive,0.24
East,2022,CV5,2,5.2004,Reproductive,0.23
East,2022,CV5,3,3.5552,Reproductive,0.2
East,2022,CV5,4,7.307,Reproductive,0.19
East,2022,CV5,5,22.1051,Reproductive,0.28
East,2022,CV5,6,29.1313,Reproductive,0.3
East,2022,CV5,7,8.4848,Reproductive,0.25
East,2022,CV5,8,8.5532,Reproductive,0.19
East,2022,CV5,9,6.1604,Reproductive,0.22
East,2022,CV5,10,7.0515,Reproductive,0.23
East,2022,CV5,11,10.0346,Reproductive,0.22
East,2022,CV5,12,7.4196,Reproductive,0.22
East,2022,CV5,13,11.0226,Reproductive,0.21
East,2022,CV5,14,5.9175,Reproductive,0.25
East,2022,CV5,15,6.7885,Reproductive,0.23
East,2022,CV5,16,7.9268,Reproductive,0.21
East,2022,CV5,17,8.2291,Reproductive,0.23
East,2022,CV5,18,23.4128,Reproductive,0.26
East,2022,CV5,19,8.8645,Reproductive,0.25
East,2022,CV5,20,13.2108,Reproductive,0.24
East,2022,CV6,1,8.7574,Reproductive,0.23
East,2022,CV6,2,3.058,Reproductive,0.14
East,2022,CV6,3,5.9413,Reproductive,0.25
East,2022,CV6,4,3.6994,Reproductive,0.22
East,2022,CV6,5,8.3556,Reproductive,0.22
East,2022,CV6,6,14.2953,Reproductive,0.23
East,2022,CV6,7,5.2179,Reproductive,0.18
East,2022,CV6,8,3.4068,Reproductive,0.17
East,2022,CV6,9,4.0416,Reproductive,0.18
East,2022,CV6,10,8.5843,Reproductive,0.24
East,2022,CV6,11,4.1321,Reproductive,0.22
East,2022,CV6,12,7.5052,Reproductive,0.22
East,2022,CV6,13,6.841,Reproductive,0.22
East,2022,CV6,14,5.4376,Reproductive,0.21
East,2022,CV6,15,7.8229,Reproductive,0.22
East,2022,CV6,16,7.7892,Reproductive,0.24
East,2022,CV6,17,10.8805,Reproductive,0.24
East,2022,CV6,18,32.8912,Reproductive,0.27
East,2022,CV6,19,22.538,Reproductive,0.23
East,2022,CV6,20,10.6834,Reproductive,0.23
East,2022,CV7,1,13.6052,Reproductive,0.26
East,2022,CV7,2,4.8773,Reproductive,0.16
East,2022,CV7,3,2.9837,Reproductive,0.23
East,2022,CV7,4,3.4819,Reproductive,0.21
East,2022,CV7,5,18.1225,Reproductive,0.26
East,2022,CV7,6,15.4468,Reproductive,0.26
East,2022,CV7,7,8.3791,Reproductive,0.24
East,2022,CV7,8,4.4293,Reproductive,0.23
East,2022,CV7,9,11.8761,Reproductive,0.24
East,2022,CV7,10,6.8934,Reproductive,0.22
East,2022,CV7,11,6.2253,Reproductive,0.23
East,2022,CV7,12,10.0867,Reproductive,0.21
East,2022,CV7,13,10.1774,Reproductive,0.23
East,2022,CV7,14,6.0179,Reproductive,0.24
East,2022,CV7,15,4.1635,Reproductive,0.23
East,2022,CV7,16,6.8883,Reproductive,0.27
East,2022,CV7,17,5.6825,Reproductive,0.2
East,2022,CV7,18,13.8071,Reproductive,0.22
East,2022,CV7,19,6.6851,Reproductive,0.22
East,2022,CV7,20,8.7151,Reproductive,0.22
East,2022,CV8,1,15.3505,Reproductive,0.3
East,2022,CV8,2,6.4098,Reproductive,0.21
East,2022,CV8,3,3.8327,Reproductive,0.21
East,2022,CV8,4,4.0378,Reproductive,0.2
East,2022,CV8,5,10.9722,Reproductive,0.22
East,2022,CV8,6,12.3961,Reproductive,0.25
East,2022,CV8,7,5.7053,Reproductive,0.22
East,2022,CV8,8,5.9431,Reproductive,0.24
East,2022,CV8,9,17.0997,Reproductive,0.25
East,2022,CV8,10,9.2978,Reproductive,0.23
East,2022,CV8,11,5.8713,Reproductive,0.21
East,2022,CV8,12,9.9678,Reproductive,0.25
East,2022,CV8,13,7.3397,Reproductive,0.23
East,2022,CV8,14,5.7339,Reproductive,0.21
East,2022,CV8,15,6.3623,Reproductive,0.23
East,2022,CV8,16,5.4755,Reproductive,0.25
East,2022,CV8,17,5.3193,Reproductive,0.23
East,2022,CV8,18,8.8848,Reproductive,0.26
East,2022,CV8,19,3.8051,Reproductive,0.22
East,2022,CV8,20,6.0817,Reproductive,0.24
East,2022,CV9,1,11.5356,Reproductive,0.24
East,2022,CV9,2,2.9183,Reproductive,0.18
East,2022,CV9,3,5.2336,Reproductive,0.22
East,2022,CV9,4,5.6697,Reproductive,0.21
East,2022,CV9,5,17.1287,Reproductive,0.23
East,2022,CV9,6,9.5376,Reproductive,0.23
East,2022,CV9,7,7.1283,Reproductive,0.22
East,2022,CV9,8,5.6457,Reproductive,0.24
East,2022,CV9,9,4.2098,Reproductive,0.23
East,2022,CV9,10,7.8886,Reproductive,0.24
East,2022,CV9,11,6.4448,Reproductive,0.25
East,2022,CV9,12,20.2353,Reproductive,0.27
East,2022,CV9,13,9.7108,Reproductive,0.24
East,2022,CV9,14,8.828,Reproductive,0.24
East,2022,CV9,15,7.263,Reproductive,0.24
East,2022,CV9,16,2.4873,Reproductive,0.22
East,2022,CV9,17,7.5949,Reproductive,0.22
East,2022,CV9,18,10.5377,Reproductive,0.21
East,2022,CV9,19,5.0705,Reproductive,0.22
East,2022,CV9,20,4.129,Reproductive,0.2
East,2022,CV10,1,5.533,Reproductive,0.25
East,2022,CV10,2,3.6568,Reproductive,0.2
East,2022,CV10,3,2.8325,Reproductive,0.21
East,2022,CV10,4,12.0257,Reproductive,0.25
East,2022,CV10,5,10.8228,Reproductive,0.26
East,2022,CV10,6,5.5389,Reproductive,0.28
East,2022,CV10,7,4.6497,Reproductive,0.24
East,2022,CV10,8,8.3167,Reproductive,0.23
East,2022,CV10,9,7.527,Reproductive,0.2
East,2022,CV10,10,5.1585,Reproductive,0.21
East,2022,CV10,11,15.7612,Reproductive,0.27
East,2022,CV10,12,6.2253,Reproductive,0.19
East,2022,CV10,13,3.0922,Reproductive,0.2
East,2022,CV10,14,3.9155,Reproductive,0.2
East,2022,CV10,15,1.7777,Reproductive,0.22
East,2022,CV10,16,5.9501,Reproductive,0.21
East,2022,CV10,17,5.3734,Reproductive,0.24
East,2022,CV10,18,5.2494,Reproductive,0.23
East,2022,CV10,19,4.1015,Reproductive,0.21
East,2022,CV10,20,5.7351,Reproductive,0.27
East,2022,CV11,1,24.7594,Reproductive,0.27
East,2022,CV11,2,7.0653,Reproductive,0.25
East,2022,CV11,3,23.5792,Reproductive,0.22
East,2022,CV11,4,5.5166,Reproductive,0.25
East,2022,CV11,5,6.6272,Reproductive,0.26
East,2022,CV11,6,20.3881,Reproductive,0.28
East,2022,CV11,7,6.7091,Reproductive,0.22
East,2022,CV11,8,8.4197,Reproductive,0.19
East,2022,CV11,9,9.5863,Reproductive,0.22
East,2022,CV11,10,9.1012,Reproductive,0.24
East,2022,CV11,11,12.9598,Reproductive,0.27
East,2022,CV11,12,5.5388,Reproductive,0.25
East,2022,CV11,13,8.9313,Reproductive,0.22
East,2022,CV11,14,7.794,Reproductive,0.2
East,2022,CV11,15,14.8015,Reproductive,0.23
East,2022,CV11,16,6.902,Reproductive,0.22
East,2022,CV11,17,14.4712,Reproductive,0.26
East,2022,CV11,18,5.6044,Reproductive,0.25
East,2022,CV11,19,3.6332,Reproductive,0.21
East,2022,CV11,20,6.6583,Reproductive,0.25
East,2022,CV12,1,21.8253,Reproductive,0.25
East,2022,CV12,2,2.4447,Reproductive,0.29
East,2022,CV12,7,16.9766,Reproductive,0.28
East,2022,CV12,8,7.3771,Reproductive,0.21
East,2022,CV12,9,6.5519,Reproductive,0.24
East,2022,CV12,10,11.3954,Reproductive,0.22
East,2022,CV12,11,12.5739,Reproductive,0.29
East,2022,CV12,12,9.3832,Reproductive,0.24
East,2022,CV12,13,8.9424,Reproductive,0.22
East,2022,CV12,14,16.9263,Reproductive,0.24
West,2021,CV1,1,13.2023,Reproductive,0.16
West,2021,CV1,2,14.1212,Reproductive,0.23
West,2021,CV1,3,19.2169,Reproductive,0.26
West,2021,CV1,4,23.4879,Reproductive,0.2
West,2021,CV1,5,13.4269,Reproductive,0.19
West,2021,CV1,6,21.1531,Reproductive,0.27
West,2021,CV1,7,22.6629,Reproductive,0.23
West,2021,CV1,8,28.2436,Reproductive,0.24
West,2021,CV1,9,30.1248,Reproductive,0.24
West,2021,CV1,10,19.6726,Reproductive,0.29
West,2021,CV1,11,16.7073,Reproductive,0.23
West,2021,CV1,12,18.9435,Reproductive,0.23
West,2021,CV1,13,20.4889,Reproductive,0.2
West,2021,CV1,14,21.8274,Reproductive,0.32
West,2021,CV1,15,26.4239,Reproductive,0.28
West,2021,CV1,16,35.1451,Reproductive,0.19
West,2021,CV1,17,30.843,Reproductive,0.24
West,2021,CV1,18,17.4452,Reproductive,0.28
West,2021,CV1,19,28.8938,Reproductive,0.33
West,2021,CV2,1,11.1327,Reproductive,0.24
West,2021,CV2,2,16.3438,Reproductive,0.35
West,2021,CV2,3,17.0507,Reproductive,0.23
West,2021,CV2,4,12.1119,Reproductive,0.28
West,2021,CV2,5,6.3052,Reproductive,0.27
West,2021,CV2,6,12.4231,Reproductive,0.29
West,2021,CV2,7,12.4161,Reproductive,0.27
West,2021,CV2,8,16.6945,Reproductive,0.15
West,2021,CV2,9,21.1292,Reproductive,0.17
West,2021,CV2,10,12.0065,Reproductive,0.27
West,2021,CV2,11,14.0619,Reproductive,0.3
West,2021,CV2,12,8.5302,Reproductive,0.22
West,2021,CV2,13,13.1132,Reproductive,0.22
West,2021,CV2,14,10.9491,Reproductive,0.17
West,2021,CV2,15,10.6996,Reproductive,0.22
West,2021,CV2,16,11.9281,Reproductive,0.17
West,2021,CV2,17,21.0404,Reproductive,0.25
West,2021,CV2,18,13.4833,Reproductive,0.22
West,2021,CV2,19,18.6508,Reproductive,0.29
West,2021,CV3,1,25.3528,Reproductive,0.22
West,2021,CV3,2,15.284,Reproductive,0.23
West,2021,CV3,3,11.9441,Reproductive,0.28
West,2021,CV3,4,11.1118,Reproductive,0.3
West,2021,CV3,5,7.0114,Reproductive,0.27
West,2021,CV3,6,8.3692,Reproductive,0.18
West,2021,CV3,7,13.7659,Reproductive,0.24
West,2021,CV3,8,9.4099,Reproductive,0.24
West,2021,CV3,9,22.6976,Reproductive,0.26
West,2021,CV3,10,19.8669,Reproductive,0.21
West,2021,CV3,11,15.3977,Reproductive,0.25
West,2021,CV3,12,11.9296,Reproductive,0.22
West,2021,CV3,13,15.3995,Reproductive,0.18
West,2021,CV3,14,13.765,Reproductive,0.16
West,2021,CV3,15,17.1564,Reproductive,0.16
West,2021,CV3,16,16.2168,Reproductive,0.24
West,2021,CV3,17,17.2435,Reproductive,0.24
West,2021,CV3,18,24.2913,Reproductive,0.18
West,2021,CV3,19,28.1477,Reproductive,0.23
West,2021,CV4,1,23.6487,Reproductive,0.24
West,2021,CV4,2,10.384,Reproductive,0.26
West,2021,CV4,3,10.5763,Reproductive,0.2
West,2021,CV4,4,8.4573,Reproductive,0.24
West,2021,CV4,5,6.1191,Reproductive,0.25
West,2021,CV4,6,14.8969,Reproductive,0.22
West,2021,CV4,7,8.2029,Reproductive,0.22
West,2021,CV4,8,9.5931,Reproductive,0.24
West,2021,CV4,9,16.9283,Reproductive,0.18
West,2021,CV4,10,11.0397,Reproductive,0.3
West,2021,CV4,11,23.8366,Reproductive,0.31
West,2021,CV4,12,27.9037,Reproductive,0.26
West,2021,CV4,13,14.5386,Reproductive,0.23
West,2021,CV4,14,19.6125,Reproductive,0.24
West,2021,CV4,15,18.3279,Reproductive,0.24
West,2021,CV4,16,19.9457,Reproductive,0.29
West,2021,CV4,17,15.3699,Reproductive,0.23
West,2021,CV4,18,15.2894,Reproductive,0.27
West,2021,CV4,19,14.2278,Reproductive,0.24
West,2021,CV5,1,13.3987,Reproductive,0.25
West,2021,CV5,2,7.9953,Reproductive,0.27
West,2021,CV5,3,15.3818,Reproductive,0.22
West,2021,CV5,4,15.0061,Reproductive,0.28
West,2021,CV5,5,15.0082,Reproductive,0.28
West,2021,CV5,6,12.0736,Reproductive,0.29
West,2021,CV5,7,15.1484,Reproductive,0.2
West,2021,CV5,8,14.6412,Reproductive,0.3
West,2021,CV5,9,13.2442,Reproductive,0
West,2021,CV5,10,10.5543,Reproductive,0.25
West,2021,CV5,11,11.5084,Reproductive,0.24
West,2021,CV5,12,12.2794,Reproductive,0.24
West,2021,CV5,13,11.334,Reproductive,0.27
West,2021,CV5,14,11.2691,Reproductive,0.2
West,2021,CV5,15,12.8679,Reproductive,0.2
West,2021,CV5,16,19.5296,Reproductive,0.25
West,2021,CV5,17,13.4251,Reproductive,0.25
West,2021,CV5,18,7.005,Reproductive,0.2
West,2021,CV5,19,15.323,Reproductive,0.28
West,2021,CV6,1,13.8698,Reproductive,0.27
West,2021,CV6,2,14.2146,Reproductive,0.29
West,2021,CV6,3,19.6594,Reproductive,0.23
West,2021,CV6,4,10.9304,Reproductive,0.21
West,2021,CV6,5,11.6854,Reproductive,0.23
West,2021,CV6,6,13.6107,Reproductive,0.23
West,2021,CV6,7,10.999,Reproductive,0.13
West,2021,CV6,8,16.2017,Reproductive,0.24
West,2021,CV6,9,8.0396,Reproductive,0.24
West,2021,CV6,10,13.1267,Reproductive,0.24
West,2021,CV6,11,24.7092,Reproductive,0.29
West,2021,CV6,12,20.9709,Reproductive,0.25
West,2021,CV6,13,15.3597,Reproductive,0.22
West,2021,CV6,14,13.3743,Reproductive,0.28
West,2021,CV6,15,10.639,Reproductive,0.27
West,2021,CV6,16,21.0997,Reproductive,0.19
West,2021,CV6,17,17.575,Reproductive,0.31
West,2021,CV6,18,9.4414,Reproductive,0.25
West,2021,CV6,19,10.4584,Reproductive,0.26
West,2021,CV7,1,13.4675,Reproductive,0.26
West,2021,CV7,2,12.6073,Reproductive,0.26
West,2021,CV7,3,16.3304,Reproductive,0.29
West,2021,CV7,4,15.6529,Reproductive,0.22
West,2021,CV7,5,17.2392,Reproductive,0.26
West,2021,CV7,6,10.769,Reproductive,0.17
West,2021,CV7,7,10.9935,Reproductive,0.25
West,2021,CV7,8,12.6299,Reproductive,0.26
West,2021,CV7,9,8.2292,Reproductive,0.26
West,2021,CV7,10,11.8835,Reproductive,0.24
West,2021,CV7,11,16.3333,Reproductive,0.27
West,2021,CV7,12,16.6099,Reproductive,0.22
West,2021,CV7,13,16.0826,Reproductive,0.22
West,2021,CV7,14,7.5151,Reproductive,0.25
West,2021,CV7,15,8.9023,Reproductive,0.27
West,2021,CV7,16,11.4141,Reproductive,0.26
West,2021,CV7,17,15.1673,Reproductive,0.26
West,2021,CV7,18,12.6154,Reproductive,0.26
West,2021,CV7,19,8.3412,Reproductive,0.23
West,2021,CV8,1,15.9902,Reproductive,0.24
West,2021,CV8,2,14.7047,Reproductive,0.29
West,2021,CV8,3,12.2542,Reproductive,0.26
West,2021,CV8,4,10.5712,Reproductive,0.25
West,2021,CV8,5,13.0492,Reproductive,0.27
West,2021,CV8,6,5.6406,Reproductive,0.21
West,2021,CV8,7,12.6379,Reproductive,0.26
West,2021,CV8,8,5.8218,Reproductive,0.24
West,2021,CV8,9,10.3835,Reproductive,0.26
West,2021,CV8,10,15.5184,Reproductive,0.25
West,2021,CV8,11,13.8134,Reproductive,0.23
West,2021,CV8,12,13.2971,Reproductive,0.2
West,2021,CV8,13,9.3185,Reproductive,0.22
West,2021,CV8,14,11.4131,Reproductive,0.22
West,2021,CV8,15,12.4015,Reproductive,0.23
West,2021,CV8,16,18.1023,Reproductive,0.22
West,2021,CV8,17,16.6274,Reproductive,0.27
West,2021,CV8,18,22.8321,Reproductive,0.25
West,2021,CV8,19,14.3233,Reproductive,0.26
West,2021,CV9,1,13.532,Reproductive,0.27
West,2021,CV9,2,27.1752,Reproductive,0.32
West,2021,CV9,3,12.5229,Reproductive,0.28
West,2021,CV9,4,17.2923,Reproductive,0.27
West,2021,CV9,5,13.3453,Reproductive,0.27
West,2021,CV9,6,13.0795,Reproductive,0.3
West,2021,CV9,7,11.3814,Reproductive,0.26
West,2021,CV9,8,15.4459,Reproductive,0.22
West,2021,CV9,9,19.0456,Reproductive,0.32
West,2021,CV9,10,21.1494,Reproductive,0.23
West,2021,CV9,11,15.5954,Reproductive,0.28
West,2021,CV9,12,12.5804,Reproductive,0.28
West,2021,CV9,13,11.5599,Reproductive,0.24
West,2021,CV9,14,13.8656,Reproductive,0.29
West,2021,CV9,15,18.5114,Reproductive,0.29
West,2021,CV9,16,20.1691,Reproductive,0.3
West,2021,CV9,17,32.5214,Reproductive,0.28
West,2021,CV9,18,23.7373,Reproductive,0.27
West,2021,CV9,19,21.2868,Reproductive,0.31
West,2021,CV10,1,13.1779,Reproductive,0.25
West,2021,CV10,2,25.2412,Reproductive,0.29
West,2021,CV10,3,14.066,Reproductive,0.28
West,2021,CV10,4,20.8093,Reproductive,0.29
West,2021,CV10,5,19.5896,Reproductive,0.25
West,2021,CV10,6,10.6646,Reproductive,0.28
West,2021,CV10,7,11.3316,Reproductive,0.26
West,2021,CV10,8,16.6278,Reproductive,0.27
West,2021,CV10,9,12.2425,Reproductive,0.28
West,2021,CV10,10,14.6829,Reproductive,0.22
West,2021,CV10,11,9.2851,Reproductive,0.23
West,2021,CV10,12,9.6753,Reproductive,0.23
West,2021,CV10,13,6.371,Reproductive,0.26
West,2021,CV10,14,16.4066,Reproductive,0.27
West,2021,CV10,15,11.9027,Reproductive,0.25
West,2021,CV10,16,20.8228,Reproductive,0.25
West,2021,CV10,17,25.4919,Reproductive,0.32
West,2021,CV10,18,19.2849,Reproductive,0.26
West,2021,CV10,19,13.8165,Reproductive,0.26
West,2021,CV11,1,10.0958,Reproductive,0.33
West,2021,CV11,2,15.9687,Reproductive,0.29
West,2021,CV11,3,25.0977,Reproductive,0.33
West,2021,CV11,4,16.0678,Reproductive,0.28
West,2021,CV11,5,12.2341,Reproductive,0.28
West,2021,CV11,6,11.5117,Reproductive,0.3
West,2021,CV11,7,15.1191,Reproductive,0.24
West,2021,CV11,8,16.1608,Reproductive,0.31
West,2021,CV11,9,15.2392,Reproductive,0.29
West,2021,CV11,10,10.7766,Reproductive,0.23
West,2021,CV11,11,16.8038,Reproductive,0.3
West,2021,CV11,12,12.139,Reproductive,0.29
West,2021,CV11,13,18.4427,Reproductive,0.28
West,2021,CV11,14,15.3041,Reproductive,0.26
West,2021,CV11,15,12.0167,Reproductive,0.25
West,2021,CV11,16,13.8613,Reproductive,0.27
West,2021,CV11,17,21.2378,Reproductive,0.39
West,2021,CV11,18,13.2337,Reproductive,0.26
West,2021,CV11,19,12.4446,Reproductive,0.24
West,2021,CV12,1,9.2498,Reproductive,0.29
West,2021,CV12,2,15.1489,Reproductive,0.28
West,2021,CV12,3,15.4736,Reproductive,0.29
West,2021,CV12,4,12.0111,Reproductive,0.29
West,2021,CV12,5,8.629,Reproductive,0.31
West,2021,CV12,6,10.9576,Reproductive,0.3
West,2021,CV12,7,11.7909,Reproductive,0.23
West,2021,CV12,8,11.4051,Reproductive,0.27
West,2021,CV12,9,8.9958,Reproductive,0.27
West,2021,CV12,10,7.0334,Reproductive,0.26
West,2021,CV12,11,19.1458,Reproductive,0.28
West,2021,CV12,12,15.0522,Reproductive,0.29
West,2021,CV12,13,11.3225,Reproductive,0.28
West,2021,CV12,14,9.007,Reproductive,0.27
West,2021,CV12,15,9.8576,Reproductive,0.25
West,2021,CV12,16,11.6107,Reproductive,0.29
West,2021,CV12,17,9.5197,Reproductive,0.28
West,2021,CV12,18,10.1303,Reproductive,0.25
West,2021,CV12,19,15.5987,Reproductive,0.24
West,2021,#N/A,1,7.4076,Reproductive,0.22
West,2021,#N/A,2,7.5622,Reproductive,0.27
West,2021,#N/A,3,9.3629,Reproductive,0.29
West,2021,#N/A,4,6.3863,Reproductive,0.26
West,2021,#N/A,5,8.2432,Reproductive,0.28
West,2021,#N/A,6,8.4982,Reproductive,0.26
West,2021,#N/A,7,2.7405,Reproductive,0.23
West,2021,#N/A,8,10.4881,Reproductive,0.23
West,2021,#N/A,9,10.1345,Reproductive,0.27
West,2021,#N/A,10,10.9336,Reproductive,0.25
West,2021,#N/A,11,16.9868,Reproductive,0.31
West,2021,#N/A,12,2.6032,Reproductive,0.26
West,2021,#N/A,13,9.323,Reproductive,0.27
West,2021,#N/A,14,8.5994,Reproductive,0.22
West,2021,#N/A,15,11.7037,Reproductive,0.28
West,2021,#N/A,16,10.6026,Reproductive,0.3
West,2021,#N/A,17,9.7125,Reproductive,0.27
West,2021,#N/A,18,8.4431,Reproductive,0.23
West,2021,#N/A,19,11.2334,Reproductive,0.27
West,2022,CV1,1,15.0424,Reproductive,0.57
West,2022,CV1,2,12.7404,Reproductive,0.24
West,2022,CV1,3,26.6408,Reproductive,0.27
West,2022,CV1,4,23.0234,Reproductive,0.23
West,2022,CV1,5,12.2262,Reproductive,0.2
West,2022,CV1,6,23.0603,Reproductive,0.22
West,2022,CV1,7,16.7189,Reproductive,0.2
West,2022,CV1,8,21.3484,Reproductive,0.24
West,2022,CV1,9,30.0149,Reproductive,0.25
West,2022,CV1,10,15.5751,Reproductive,0.22
